,x,y1,y2,y1err,y2err,z
96,507600005234688.0,3701722196667.3984,4749258506955.619,634373906702.3174,832845591567.3439,0.43953102603092375
97,204799995805696.0,2121173800646.1343,2639201301675.0723,448983775888.45984,632600483476.3894,0.4628301222360186
98,302399990267904.0,2193291646023.758,2739713512859.2837,611798122594.7333,840946074123.5779,0.45242598799237427
99,408299992252416.0,2516223644851.92,3120048544284.3105,443194055444.733,675785852647.4319,0.45819775788474354
100,458199996039168.0,2505282282247.1743,4364151698266.7886,660938365323.025,978840927421.6644,0.46270354088537363
101,277099998871552.0,4090816959160.1787,2941801658083.2236,679787185137.0409,664146899700.1133,0.47008445433575974
102,242499993993216.0,2069442518593.4321,1774185421289.6467,721546533160.742,790114809951.1729,0.36457535159420124
103,150700000542720.0,2555871492175.3467,2757622005710.746,899313379928.2903,1009765294929.6118,0.41543376044066843
104,130100003602432.0,493759789200.3563,1247183815022.3933,336693283451.301,573729045193.2872,0.4869490550256067
105,104300000837632.0,754236295022.9528,1146472027899.0378,421664879414.2347,588510332692.1685,0.39119856564158306
106,118600002174976.0,1729041933842.1829,1755222098768.54,668454945510.2719,738420586418.704,0.38594530052323517
107,62370000928768.0,1030423579336.0148,1912927819299.6565,357802561445.93317,633324059323.1991,0.44800281475078996
108,80720001236992.0,768322740071.0541,639645773983.8413,216906892877.2288,320484700508.2842,0.4043060363979666
109,80229997477888.0,699273183826.8673,942394821605.2974,300854957065.8897,490745724772.5094,0.4385429953916215
110,77150002610176.0,765149072132.2568,728330386121.049,271772538565.46393,362876955507.23663,0.36995444581288883
111,371600000024576.0,1719691296508.7734,2669315708946.508,274219391982.45694,722763825760.7147,0.41074446581395035
112,319099997519872.0,2538756125038.432,4133838873045.3613,598572166369.2129,859967844382.8167,0.38770294620191337
113,363700011663360.0,3637427766369.329,4772537444753.779,923891317285.9283,1163664593369.865,0.49352632240450584
114,113899999330304.0,2386651113627.319,1750053294562.9272,540024025571.3057,628229943812.4529,0.4377763090611772
115,236199998390272.0,3773756105511.8535,4645579569899.589,751755454356.163,958925741141.6924,0.4079064154824747
116,97610002071552.0,1535794585875.22,1129678866813.3354,540254171190.6396,508681645567.34753,0.38122191668458477
117,66919998685184.0,859012357702.7849,844143995670.3663,350381718066.614,464040410754.39886,0.4780052644106608
118,235799996006400.0,1414211889474.4353,1577643348522.9612,382558659291.82983,547189372256.13837,0.485224879171215
119,113200003547136.0,1381107553263.5168,1753386797121.5935,365031359216.0086,529691183449.87854,0.4017469683425844
120,641599998525440.0,8342096236162.213,7583992151430.85,850815432496.8182,1051498692510.7157,0.5647272377895667
121,495699993034752.0,3519042186256.0625,2711483615953.477,1101425105068.1223,1258672535636.0469,0.5808541143172509
122,543800002871296.0,7497113140374.319,7652003613422.244,1454589859073.6252,1906283246559.2493,0.5097917428699923
123,413499989688320.0,2579964060931.463,2764084174312.3203,543261397229.9761,637367017276.4507,0.5866036121857489
124,301800003469312.0,1968741250882.7773,2708276462991.915,421142689445.8939,552463953531.5892,0.5106917898099269
125,362500004511744.0,3830736791410.5117,3477570648081.8066,860439251822.7422,1040410928602.8174,0.570521652565905
126,237099995365376.0,1203868878992.4626,2058635850691.1929,567790354690.4644,744299761841.3748,0.5161355890754229
127,69840001826816.0,1251535846829.4011,574376149937.3091,348523841431.6094,385757622408.67804,0.5746565432273074
128,70820000956416.0,974827811607.415,546704546335.2386,362337965057.88367,417070757770.2687,0.5995544328479767
129,57819998978048.0,436027959354.44336,663772254698.868,238851714867.1205,404275416911.8746,0.5510662040770036
130,494099983499264.0,4564841077568.003,4147278577244.661,1023790878603.1085,1216259039732.8218,0.585259354460868
131,340400015409152.0,2281316643827.9272,3371755215528.582,443341944733.17505,639889958439.0414,0.5339473278307346
132,283799996858368.0,1665420267900.7727,2803223725461.1,275864557161.17755,572450304070.9579,0.538124849420006
133,203400004239360.0,872467200760.8594,2091245174452.4204,386616095288.128,672828446072.2732,0.5382401908330339
134,132400000532480.0,1035959394704.8915,1321019107665.983,457262028608.6225,645576034892.6758,0.5058306415146682
135,133199996911616.0,1487950645611.883,1188354594228.6038,330871255019.52203,380228466134.5256,0.5081688873976792
136,107699995934720.0,683695024374.4513,1329609561906.442,224940287367.7681,398005082549.64886,0.5413117238264126
137,551699991232512.0,3668225635663.547,3517300248628.7334,654269553446.6138,803828276061.0134,0.33011193456799753
138,694000008822784.0,13761822469115.627,16985414926493.959,1583260629827.6355,1973120570145.9744,0.34179555469940825
139,394700011864064.0,1613995437413.3098,2159907058907.9314,531775027493.8979,716847739392.886,0.32936789899261393
140,327799990648832.0,2703059015700.0596,4031986649838.9907,664074355811.6661,880236155536.2135,0.3324836214376115
141,93720003215360.0,712717287048.8271,1650227947149.7441,267554631823.09448,516614396993.1673,0.358903416354759
142,241799998210048.0,2081475766853.5496,2454093569739.372,552846606617.4231,738666784914.4525,0.3260955007872888
143,148900006592512.0,554292780443.2091,1674996678643.2822,154400426158.90036,625374572872.4661,0.3241448954121769
144,113399996350464.0,948267793366.8525,1140896566064.1858,218705006244.06152,312266977713.64185,0.32551628331746635
145,79100001648640.0,769937676105.3407,1023620101847.2102,278073195196.3863,408976120000.9696,0.32474602239188544
146,52460001427456.0,873427774958.6982,1349347279367.4229,437286145225.2741,626471654579.1421,0.32568475028453175
147,398299999764480.0,3971007821284.5996,3763265202769.6177,919693607358.8572,1059805534785.9274,0.3329978506933384
148,335700012564480.0,2150749906685.4487,3056433643562.2515,361796675715.63,656283949826.2291,0.3738809221395486
149,50019998629888.0,110057298471.39128,143126546794.92957,39056784580.96999,64261883582.22475,0.32999480635097034
150,354200013766656.0,2004767998204.7412,2984000352283.997,625523880409.4513,809119224600.6385,0.36452734393700836
151,336700001746944.0,3556020084294.5146,4037810419888.827,703757285658.5139,850440503872.6398,0.36318403916421577
152,327799990648832.0,1770337773050.049,2734142168335.769,672250312689.16,874775421544.9288,0.35020941588142496
153,172800006422528.0,1919279964636.0076,1940666726978.1663,495319002843.5628,586073090152.4503,0.3677157410116157
154,634400022724608.0,6352043738208.533,8427463362667.492,918197236935.492,1214514427340.1328,0.38823556626169553
155,77309998530560.0,2342060241121.15,861700171691.774,603596153358.9318,473697235327.9119,0.5094960361918923
156,562099986104320.0,11647087450230.846,13011698448418.885,990477293037.8883,1219039188456.851,0.4119956006750886
157,547200006356992.0,3967827355031.8774,5473866329074.058,646678155032.9453,932319735035.9496,0.48022219855721215
158,407499987484672.0,1841699869764.238,2692640055412.7817,307236928137.71936,501723119906.09875,0.4851630213956329
159,245699996286976.0,4487434878635.444,3082523375309.582,795762039498.7444,899549273968.1514,0.42784494076751584
160,182100003127296.0,1526139223948.3503,1569042206631.1768,350855702520.2741,472653630028.1363,0.4736070800842323
161,354200013766656.0,2732469920911.0767,2550920109949.7227,476798746574.789,548208754942.8403,0.476181556138137
162,429399992172544.0,5827085432239.592,7038567039023.201,996292310308.0208,1147600551393.5923,0.35892647447474063
163,322599993212928.0,3471630307253.8125,2665234266927.3096,540863973095.2138,633225803034.4698,0.46193910122737153
164,214099992510464.0,1216999540484.6953,1971709857971.7537,370659831807.8509,621479561578.0111,0.4763257051812166
165,253499992440832.0,1493886505032.0044,4081430514118.302,298365138880.9296,1464254464078.956,0.3911378411400008
166,168399996977152.0,1711498812820.7334,1463063302887.724,451973249924.0414,581795324691.1583,0.4771346868154214
167,224999998750720.0,2085818176826.53,3100365309913.9023,646193478101.279,815017620363.9554,0.43291868563715974
168,56519999619072.0,1482269959304.0854,1249104389786.2031,597937557696.1948,712880184318.3011,0.47701119233319966
169,265099994464256.0,2277595219293.6104,2754032991355.365,465224268236.8265,632283271860.0945,0.41987584202903566
170,191199998640128.0,7323123471154.533,7286038744998.607,1077251808492.1167,1233592552324.0745,0.5144870719549757
171,208699993882624.0,2232812745272.721,2158055526727.9133,404300364897.863,481848987556.9797,0.38895718774278526
172,159500002656256.0,1844557708033.6895,2866725943189.634,434224927267.6823,619577887808.3582,0.382162599517116
173,108199998914560.0,1819552171320.305,1188061410314.059,378812234420.6822,470362227307.1715,0.41541706375849585
174,111300000612352.0,1189282934410.4082,2029109059285.2803,270303194555.0819,459909066957.797,0.44226808094828435
175,102800000286720.0,1866924978992.0483,1396870389291.2996,510680618395.6958,363977705957.9596,0.4387818426760284
176,58799998107648.0,872734094989.836,820161752989.5206,268829046708.73074,328004443286.6493,0.48216925188963494
177,62040001478656.0,2032979567528.3613,782371478763.1455,384413888826.2381,282496330390.8889,0.4105290408765933
178,54090000236544.0,1499408353687.439,1337459534894.1196,737967690200.9171,799072017154.8406,0.4147679446197504
179,65449999990784.0,1303218935304.1172,853521698339.076,475722000394.7503,492467608235.504,0.49453386421441914
180,53440000557056.0,725779655555.6986,825678287010.0181,385160365506.149,496786476344.4706,0.42182123242210795
181,1172999994605568.0,9197225266191.293,10304187222605.56,1193976924180.7876,1453990190179.8796,0.4139358997445194
182,577600019759104.0,4047061599282.653,5933699866063.647,964911045870.2377,1199529381153.0427,0.41341444666454497
183,282599989706752.0,2857409253328.0557,3790537885574.933,911704587656.0304,1168820862506.3042,0.4895119804727039
184,582100004634624.0,9755768521393.293,12500288982717.99,1471377011483.3618,1801043385059.1665,0.4099142211903382
185,562799998664704.0,4336748487765.788,6075344242407.412,1274789130450.5188,1468888065941.0747,0.4150474347613942
186,344599990108160.0,2911673260786.576,3921563350747.275,1350616398931.6794,1577088532314.3171,0.45526735871154184
187,297999997599744.0,6840530133769.381,6605951068085.983,1912676203439.4666,2038755424628.8218,0.3749697945584727
188,401799995457536.0,3584302051750.811,4411459143222.143,694293674058.8503,822179286249.2094,0.43027170420730027
189,140299997282304.0,2070628873782.5234,2880353476026.1235,698245160628.6577,950461733483.1367,0.46191336665039356
190,107000000151552.0,1255682726341.3557,1586747803109.6184,279119559036.6431,450600227766.45325,0.43323374236001433
191,199100003778560.0,3036190618903.789,2446346955445.71,527932461771.45123,665726617925.056,0.3968952901509407
192,161400005591040.0,1046819199214.6444,1312883890371.5112,240479639027.97583,346776112384.39136,0.4035101230302392
193,90310000508928.0,1400595899312.1223,1652972808326.941,423249149980.5531,555814875212.5912,0.44925837099324983
194,120000002129920.0,1170597250427.75,1347941185825.6255,307874288494.0072,410964079150.86523,0.48281023389802424
195,116000003457024.0,1226542881923.0842,1776482313054.0874,461732412877.6156,593766854328.6841,0.39638913209265264
196,119099996766208.0,1466695542662.109,1174020883949.3176,504082246710.6697,566537597891.374,0.5255402104147049
197,84130003943424.0,931454401457.9396,1592817306562.3987,390966695805.5742,535651962573.7289,0.4606600691069293
198,72440000544768.0,1178697312097.7378,1230284791608.6567,717726163990.909,975688277603.6637,0.47071380331941853
199,76820003160064.0,854221826602.9507,1179697118703.7039,328785451231.5407,423698167059.035,0.4202260384180294
200,58959998222336.0,1188054467348.0432,1070407059638.1903,354160583393.373,414092844269.58075,0.4850340015065427
201,57169999298560.0,529985912345.18225,1162913356215.2915,190123829442.436,385159513553.57227,0.4977730181923083
202,58799998107648.0,450089536179.9307,1213642589563.4978,123709864030.61281,701088855477.2849,0.4456876770662574
203,51319997988864.0,443058567385.4247,833936767044.4558,249022232563.8879,411985804219.1539,0.446255526963268
204,172000001654784.0,2761627376694.3105,1633404449892.1438,890293316676.1814,957997180217.781,0.5838637580250405
205,501699995238400.0,3288361334371.8096,3493698924050.747,542908354844.73364,756113094446.0979,0.5760206772326483
206,368500006715392.0,982610752280.6826,2244585142304.001,250454907071.58905,638457736969.7291,0.539744577473781
207,268999992541184.0,2902266827159.52,2624590213029.5493,660388554144.0759,723589420104.8975,0.5418186718884075
208,56849999069184.0,414473763997.23413,273209039298.63007,142774173138.12292,163159739210.52338,0.5594303447733494
209,104400001433600.0,468550859299.9966,636330142976.3688,121386158729.40622,228376869564.21268,0.5403946059397222
210,58629998772224.0,527330067390.7903,833615011885.8572,202939681391.12894,377927034414.41394,0.5341771469810024
211,282899999883264.0,4409818778354.926,2794985475243.5493,1026926627240.0166,782564727342.2932,0.5226017048017731
212,317200011362304.0,3232481284130.6924,2453369930050.436,734369176898.1052,818218646755.3514,0.5260510803866179
213,212099997368320.0,1131158568944.212,1558462190857.359,362319334290.8039,542311956460.80414,0.5379863154018425
214,101800002715648.0,788480867653.4426,860451193459.178,357491391269.0515,473996751028.08826,0.579922215817262
215,128300001263616.0,1051962875766.0164,1531860877908.51,456809997027.1561,626537846471.6003,0.5376768797909608
216,86730002661376.0,429432168520.51764,944839073550.6083,175408873568.50827,413262751963.2176,0.5766901184509429
217,87539998261248.0,755902365794.5226,1100070401741.6467,282465489262.71985,522018362130.4762,0.5733962058667759
218,103799997857792.0,933977755383.0718,803079784807.4502,230663358249.0766,311865040023.74396,0.530457010515528
219,158400004489216.0,1463977671838.5762,1994059565196.7634,527151071383.8473,747794801756.1674,0.5275011979159548
220,139400000307200.0,772710473459.2794,1539471120621.815,274428401141.0538,541723259060.7042,0.5148534690034019
221,67729998479360.0,1363240265784.9536,887894271446.3942,427431685584.82104,499704551847.8712,0.5568776114341758
222,538100010844160.0,16883180003292.498,19763130818542.68,1705131996409.8584,2025282758350.287,0.5810344862036546
223,486100002930688.0,3080965258812.244,4511787789262.12,888987568708.1057,1146073149480.6138,0.5381437099882043
224,304899996778496.0,2206189812800.889,2958631528808.3145,873239613277.8817,1152075489175.7354,0.5441417275227932
225,113999999926272.0,1228648035372.7144,1622283705580.01,728959866661.2313,892503627687.4867,0.2239468586405267
226,534300004974592.0,2942603910504.36,3526411567537.71,600273508454.436,727561253465.3782,0.2763795221959571
227,310000002007040.0,1890352557018.0723,1625488527113.113,533245888189.3656,567976281158.958,0.27596787246138
228,484300008980480.0,7614980889213.375,7263769070695.028,883785061864.4784,1002500139159.9045,0.31371577727176286
229,54720001474560.0,1083733385564.6111,509807917700.41547,262761528017.7373,198197244275.56412,0.30761471330316426
230,307199985319936.0,1705671236849.6255,2622897731723.8447,504020368198.9279,653421007003.7135,0.31426215552251313
231,191300007624704.0,523940347246.8943,1039555172791.6212,138706178693.0555,247602488900.16174,0.14812818276387543
232,144800007323648.0,434605744823.1311,578842649887.058,95998695245.1992,172601452029.48703,0.15077482078569
233,356599994515456.0,2742796196725.6,1970995951781.3506,870109416126.8907,724835131989.4363,0.144437808313346
234,574000031858688.0,2503342921380.5186,2031890968885.7573,480325076726.7206,492466878976.9226,0.1751759826047543
235,302899984859136.0,1509246341300.4187,1707729805892.9155,434789153172.9183,509638502423.6585,0.1465777985477858
236,161099995414528.0,2499533595388.4473,3908484628086.121,430512672280.3277,889559090831.0449,0.1270026404833906
237,315900012003328.0,2234572477899.917,1809686117825.7048,706115330543.3704,749482395598.6145,0.2007282929091326
238,164799992299520.0,1019174117639.3779,1206671246855.4285,262321070203.03223,336968427884.96497,0.1814806845451994
239,218199991779328.0,1465952236927.0454,1264052956743.621,428904916553.4061,470854075378.26825,0.17324253779447332
240,142700003196928.0,996107154246.9341,1285277991507.3496,184477271523.74417,307527934240.0323,0.14870471639186703
241,142900004388864.0,611039665362.2328,594567406918.2203,149044036393.52216,174546457932.08527,0.19929898824613235
242,175600006332416.0,2079059163711.5405,1887449802587.0947,369956465047.79175,442465049902.44525,0.5952856077552675
243,508400010002432.0,2068951883835.5955,3022007744421.6187,664537678701.3563,796598177064.0127,0.19988361915222855
244,319000005312512.0,1193337237503.4626,1383184590071.5588,449251887732.5081,485340044798.20557,0.1942854230393226
245,77319997751296.0,1025540967691.9166,1359625870318.3074,322594499765.0873,425189363918.43304,0.17889249322322184
246,79269996789760.0,593057923735.8059,789495067548.915,189472555835.332,256543050905.40942,0.23376658144047444
247,351700007256064.0,3669612277572.1445,4269486663544.217,822508377426.4396,991355032902.4275,0.19625313886628817
248,355200002949120.0,1431336966148.7065,1554492148846.4766,415693732362.1241,482565410196.1801,0.1974103272725157
249,687200001851392.0,3205792493984.8647,3885946102319.5547,734944966716.7847,813564928440.1309,0.23967577023333642
250,88069998903296.0,729597288504.903,932502490680.1453,224003589790.5629,278753464987.0164,0.1911071715135119
251,288199989526528.0,1646161763812.2202,1952846440154.6323,367881961773.4562,462916347806.8089,0.23969230638515326
252,421500003811328.0,4329048373571.61,4940002076751.184,668483537860.1625,815279641688.0328,0.25994382459666165
253,113599997542400.0,1317300784259.0664,1342281838902.5156,524816856562.93805,571177749091.1614,0.24193291410258647
254,97319999504384.0,1869531796449.233,822970464680.4899,433493887304.1016,355809378051.61975,0.2697914742046401
255,117799997407232.0,504251308695.2647,744708696293.8236,210166182537.2385,274622178642.54956,0.279441371900151
256,577099991613440.0,2867042213350.062,3613867565464.14,735510955176.984,848669037720.5143,0.29059270171261187
257,532399985262592.0,2979038411863.4316,3087115122421.932,610331790823.6918,688380291402.61,0.2907248885606126
258,74810000408576.0,1379333176696.6287,1681701160005.1096,677449025395.4387,766514186688.5591,0.27017996221628016
259,443599992913920.0,1260520640425.2231,1433262361990.8472,265222388739.2951,353493812134.2664,0.29048481022479516
260,133599999295488.0,1074273281779.4243,1160659624763.2607,367158840182.78845,434819834164.4269,0.27853761689399875
261,178799991848960.0,1733551368341.435,1408899977139.2378,326422775473.19684,349838457761.9541,0.134132055114191
262,88140001837056.0,791660178613.6924,1002521569812.8574,191130267226.6745,267223712467.76666,0.13442138892740654
263,127300003692544.0,910220312814.5536,1075400590494.0099,284968461475.2933,368133028460.5639,0.161409341339315
264,306299988344832.0,2167183885466.0718,2571447946900.129,431202817116.1369,491811003321.43933,0.3496716013548725
265,130399997001728.0,781984747411.6595,1233746445639.1848,352170327094.1363,612874344672.2427,0.39949343417731
266,124699996585984.0,1294756377160.568,1762902960889.4834,558910130373.6608,716755115902.5579,0.3351750978460774
267,647200031899648.0,3624589063763.704,5194220110090.065,578987311496.6373,845417484196.6786,0.4613595170095321
268,628899981557760.0,8999380405582.521,13394994140338.455,1037384250300.2751,1357237848086.945,0.45900534358547135
