,x,y1,y2,y1err,y2err,z
499,84160001605632.0,756567813292.0292,751174605076.4875,234357034745.19363,257686828985.47504,0.15701190814449337
500,61120001867776.0,272288313798.0473,390050942737.6454,124544924002.80658,172172847416.57425,0.17681154234377155
501,459099993014272.0,1193685766244.129,1595585380314.174,284649612008.5033,366834022913.43585,0.19906964308620653
502,317899990368256.0,2109949055183.7383,1590881209918.8743,730296928198.3336,770143468660.8713,0.18862653891713083
503,169699996336128.0,1401091638751.1516,1251498182333.7205,385103720641.87317,405760319532.81006,0.18691327737823496
504,109699999465472.0,779384610608.4664,698401473758.8231,329312676983.56726,387906882011.2807,0.22457918461332682
505,77690002472960.0,692278507981.292,661308408184.9497,419405473840.4162,468779738825.5234,0.20706686377689887
506,1257999947530240.0,4297647778957.394,4982964048635.737,707610329935.002,797402719676.3475,0.24627402964062436
507,638299987247104.0,3140197317556.3857,4052983194885.41,287274483950.7429,584264116312.5624,0.23029468886743124
508,472200012365824.0,2472758691052.2617,3414908628469.881,421735940061.1565,566115712849.5885,0.19594619619901596
509,357700009459712.0,1916623546672.905,1462039513017.6658,273026357616.8039,244036564210.76715,0.1914135842419868
510,247100004630528.0,1467178651081.8162,1520147194950.4375,334268826778.8891,400785624621.7077,0.2459189149404702
511,284100007034880.0,2178359894465.623,2175157340637.958,523968521432.8207,613648627077.2733,0.2427655201887489
512,166200000643072.0,701167711702.8121,1071889172806.0107,430410574404.1579,529167173851.0009,0.22213959578772685
513,113399996350464.0,1618651358930.7861,760124296467.333,422412741971.5844,205211885613.20496,0.2123920243458878
514,95980003262464.0,659415067106.4349,559860385018.5243,202989848332.28833,258327341574.32635,0.1924905667269014
515,104300000837632.0,497133180262.99194,674854868143.6914,139261430394.5352,189439536660.44757,0.23262040680909749
516,61890000584704.0,1027939803780.2747,719142817401.9031,265299556849.65845,267735185031.4773,0.23517230006890255
517,168100003577856.0,1238054995478.4417,933569035554.6659,367606529667.215,411933729053.9458,0.25192484218674566
518,100400002760704.0,926943106901.8029,724781162040.858,244858240534.85394,269279324700.9625,0.2185744557111502
519,423600007938048.0,2512037351577.3286,2020914545573.3528,341187067857.91956,366883156248.44653,0.27877751100282755
520,108400000106496.0,1234171002615.6428,706363225654.7845,260153086317.31833,273140643286.50333,0.225114447437431
521,51909998149632.0,209909304066.6361,419972861752.25446,95199366363.30959,178170677364.4474,0.24112065514914705
522,64570001457152.0,328482538922.1132,557734988465.3273,79746520390.82425,356117833913.2271,0.23770685737331665
523,240999993442304.0,1849301617690.8206,1787620675653.9016,394838748251.8725,453458917874.36554,0.27413375800269335
524,64800000311296.0,606791272791.5813,962481096422.4711,276800964336.48755,351353099574.20447,0.2728545994218657
525,179999999000576.0,736234647362.7404,1113405522556.473,159997329771.7206,238522661437.18655,0.25454767328208777
526,173999996796928.0,862930675072.602,1185849789635.6003,280955846975.99835,365792698806.2645,0.27663644732965265
527,100500003356672.0,2121781538266.412,1582236869505.3242,575798256732.2814,562574890605.7905,0.2469321214821637
528,484700011364352.0,3091297129777.6924,2789689910985.611,543630926334.9054,592435798635.9896,0.29148352266277483
529,337199996338176.0,2036709737653.3086,1885951200087.9136,484180844308.08344,575163440380.9528,0.3200177916772798
530,121400002084864.0,848165592249.5568,656909605197.658,180034222920.62744,204418742529.1215,0.3155070814075079
531,146899994673152.0,1837837306605.5808,1421001315810.1685,534484694271.1893,562634422650.6443,0.3168611022127146
532,163499992940544.0,1628555430130.1648,1171644339896.0737,535654640851.2065,566381903536.7224,0.3191888385591462
533,917000012431360.0,5073797170158.898,7107713646656.887,486736906818.7105,814585672044.9025,0.1699763535604578
534,666699988729856.0,4227389877278.8994,5378923514653.1455,617242815955.415,742611071410.4573,0.18193421511290198
535,78189997064192.0,569780478132.855,562056982520.6946,160712968060.15018,202280409150.17053,0.1789349340838066
536,437099996119040.0,1693688932588.0076,1627349783472.6123,251821907141.15594,491735123732.3434,0.208528596116757
537,179100002025472.0,1504789591395.6162,1293695678189.8896,252734966203.89838,236199709405.8404,0.1937191856262125
538,193199993782272.0,754322694882.7726,973982740329.0684,279339124641.3981,322262065472.7575,0.2062434553739996
539,419399999684608.0,1013099076670.793,1437372657158.8547,339322561356.44104,392153427243.51154,0.20630572394695268
540,317899990368256.0,1717133570654.341,1937946931009.962,362401373103.6714,428757774481.86615,0.20575709666103212
541,84390000459776.0,292484241357.9156,465439472318.74615,74402126325.17361,164318166780.05905,0.2143398318263762
542,1087999974572032.0,7634282617924.955,9799140713492.914,987635503648.7035,1113567788198.9268,0.2571573951628687
543,779399997685760.0,6531040278348.136,7824981355610.648,1141709657441.5044,1334770051230.5278,0.24851668528044954
544,467399983759360.0,3710712963892.7646,3631843529699.683,1494878713624.543,1601074801962.9639,0.2586216987818441
545,391700010762240.0,1371912836180.9045,1640866140439.3408,286886204772.3252,332211468374.45886,0.26582879894940115
546,123299996631040.0,913949136270.2483,1207668397796.511,423367293598.57715,493035395211.8552,0.27683567170565776
547,64129997996032.0,1023991971151.0394,737283909620.4663,265018547712.08948,264623850910.23077,0.2596010657966686
548,608899996581888.0,3746270305944.413,4084701668294.3975,465766347988.17847,572872377432.0803,0.29630262180137645
549,715600003334144.0,2144945089955.1418,3144548080112.8965,574265434644.5137,750539525874.4352,0.2895484426711843
550,393800014888960.0,4860874791526.996,3132797156686.723,601963329732.1862,589629950978.5262,0.28730998797085733
551,442799988146176.0,3153923864541.6196,2889210937330.4307,825814633976.9318,908977127509.5482,0.275347712378868
552,182399996526592.0,1444921232998.7427,1773452539064.3994,347588841069.7033,430254881785.5077,0.2642487268670524
553,126800000712704.0,1091866006382.213,893894582814.7687,309547791546.5902,368428182043.2765,0.29706969690274176
554,85729996701696.0,371435846632.05707,216362365392.60864,112927357823.25063,117632393505.75723,0.3069417579012188
555,534499989389312.0,4308024918362.0464,4944926127602.138,768690163426.7501,884936050820.9055,0.31983576589886215
556,63930000998400.0,714058201426.6102,882258139602.6063,469244247526.29425,577193172807.4034,0.2990326424532451
557,146600001273856.0,951879032194.2383,1115376559275.587,433814008497.3583,560030916966.0005,0.3132416157209977
558,78059998806016.0,798474164093.2896,503346117175.8055,301496067172.65576,318518184879.79626,0.3225869611740762
559,244100003528704.0,2090524753344.3438,1639039715086.8044,573047547454.0164,638418493641.9386,0.2878859480682898
560,600700031598592.0,3079440838532.909,3557771700574.8594,906541664814.9374,1001509735759.0851,0.2749720872779178
561,185700007804928.0,884189998109.7518,1181096821378.2764,377724108817.7318,457691243796.7416,0.24471185786739152
562,697200027893760.0,5197872194050.557,7261780600261.797,661933946198.4857,812398161232.948,0.2569931417508232
563,622799987146752.0,5483148932725.78,6688359677071.408,729179118778.7982,893144588756.7319,0.2635698285400873
564,156900003938304.0,823133219033.267,1273571571418.3887,537664745136.9803,728494878208.5251,0.29302092016857756
565,662700032000000.0,2179792352704.5657,3104884551380.35,337204230216.2095,627577961042.1959,0.30818015649481806
566,55559998930944.0,823049666583.3251,942489004059.0483,205863605954.28275,314826612073.33057,0.31942991951489896
567,151199995133952.0,520117761140.67914,846048019439.6777,175019991258.7501,260196353298.79,0.3186616525328277
568,65770000220160.0,488473644547.62756,664243836927.0515,213840808739.42902,278265932089.8162,0.321397719320372
569,295300006674432.0,2411817893383.374,1849355874310.4175,608020817374.605,636397470772.2319,0.2805872383128504
570,132299999936512.0,795489445217.6257,861105289366.5145,327024498001.1922,386929098636.0934,0.2797313390974998
571,59069998039040.0,872701986003.1748,547878570753.7621,356990208611.9624,405707907063.78986,0.31260621961181034
572,167000005410816.0,868605655704.871,1201544947738.48,414684427898.9332,511069185957.2969,0.323742356772917
573,65170000838656.0,363599526595.6334,442161253359.95953,106333325115.67613,153642337364.026,0.30738186105266047
574,164499998900224.0,646271116355.8033,1007377122039.5159,226666490322.11557,412485950474.06757,0.29577966515953263
575,147000003657728.0,574864820855.9888,743467710555.9753,246339213461.4115,330581852130.83923,0.29990351379610836
576,566699996741632.0,1910930302826.1582,3425210662573.6665,231284122846.71167,767449716689.0698,0.285793911687106
577,408200000045056.0,5182853627181.458,5228805661304.106,934779438791.9506,1076342648850.988,0.32677078035577856
578,521400003592192.0,6447999015213.705,6697924614200.3,882283985200.0911,1064880902127.8091,0.3315522980145323
579,309400015208448.0,1516786446246.0308,2858066295878.866,413375580274.15924,661296277925.1724,0.34277566395537146
580,256899995926528.0,5512007606620.883,5258603538691.435,1637736293481.4934,1730890532491.3467,0.3238819810300856
581,268800008126464.0,2715075854486.9043,3001938580510.0522,613370227866.8302,724112815732.5272,0.32717510849373094
582,100000000376832.0,1031896744244.0732,960383193335.5986,464222465859.0743,566153612107.0209,0.33419487844244794
583,83160004034560.0,694387886380.7566,663092231300.455,239810202854.22943,284436924579.7155,0.4434202297281161
584,67079998799872.0,740248618639.0707,1050654310661.207,232338226718.9439,442683953063.7315,0.4125147194396764
585,277900003639296.0,2116994855960.5662,3697051901298.1553,786818547827.5144,1139842672334.8186,0.4378872821147781
586,181900001935360.0,1869774203178.1663,1998902308573.1584,454887737205.489,591713449585.7975,0.4581241897051213
587,212900002136064.0,1030253316248.2719,1471690366486.147,254945636692.57468,386794804270.1505,0.4517871257090825
588,213300004519936.0,2837029093486.01,2701053572009.486,833739722074.4236,1015416573592.1213,0.5242231599672883
589,69680001712128.0,1009696844249.3439,1093783744093.4729,266820314795.55118,366842593770.1996,0.3311133013223841
590,396000011223040.0,3005473988965.0273,4026082688907.0366,658477180028.5256,804056723279.5807,0.3298305452330499
591,227399996276736.0,2316906917398.383,2855182203241.61,527234133129.7647,696400207823.1682,0.3622184036429429
592,193900006342656.0,2313297913606.1616,2688658953914.068,430549352160.1046,555618343427.9022,0.3431880406083898
593,134699997462528.0,576803358960.0525,1738171394004.411,182869473031.35883,785941080809.4335,0.3415224351273378
594,444999984480256.0,4738570162989.352,5221654115179.415,1843286897030.8025,2137246640780.957,0.4055610198135685
595,406900000686080.0,5035461297017.206,5180315418223.646,1088786437319.8569,1170801725917.0874,0.3774629459545972
596,722099966574592.0,6573340090294.671,9104751758121.941,681592777689.1903,972781239466.4332,0.390697336152227
597,542000008921088.0,4131940477587.876,6581917447795.583,866126449979.8578,1354405565250.465,0.4108154062853245
598,482399989268480.0,3690072447327.6597,5560160393638.869,658162537418.9777,870692578253.3074,0.37338858183957613
599,110599996440576.0,906994971735.485,996858981632.6741,339939777963.58777,411546730552.10815,0.37276281681362333
600,262000001155072.0,2881453621986.1016,2916163705581.363,857760244202.7894,951546762043.251,0.36115555014176326
601,299200004751360.0,1836295236024.8452,3073730581717.994,408958796817.70184,674354250708.8491,0.3770158079259433
602,405399983357952.0,3885734112537.8965,3867429371305.122,1217802492116.7227,1341732213883.423,0.378454691020156
603,251600006283264.0,2605073879812.9863,3025758755029.776,565846167354.0504,707530342217.1595,0.32459642155766
604,179999999000576.0,1105012315837.956,2043768583993.2422,402509844150.87335,622693985059.5366,0.3346413870141785
605,117599996215296.0,2913225476559.6274,1497895267415.6934,562475925516.0477,511997971853.5802,0.3416248168633848
606,137599997968384.0,1221331084899.7175,1019550949622.7715,252110854304.8638,317556447046.3119,0.3913544036482462
607,60420001890304.0,397328816412.5725,736271681351.8558,175410399216.09625,276209912286.53705,0.3307059907044354
608,74389999583232.0,785920629998.383,770077985021.5681,181422047083.8546,231599581248.0076,0.37382335392821026
609,54090000236544.0,1445907333968.3323,922656121650.7626,515827331956.3466,586720678617.9388,0.34642242768261694
610,575599974285312.0,6616588759756.504,7280032897566.956,726673844448.4773,957732934168.404,0.4315717278388492
611,844899993780224.0,4817148718453.864,5424627918857.156,760692165256.3906,959901036129.7297,0.41739219361855656
612,639299976429568.0,3602806528336.587,4462635770522.516,730309133075.0542,1028935409661.4762,0.38086954590619243
613,359900005793792.0,1702509072656.3418,3065212248338.3203,449604040997.33276,632508796521.2601,0.4285771977145751
614,216800000212992.0,2968865147851.876,2766655961071.752,571016707893.4537,596987436469.8436,0.42373863642281484
615,75689998942208.0,1684817828358.4016,751245274284.2478,436654319264.68353,426466819721.788,0.4258504576545125
616,135099999846400.0,1302209812793.5615,2186459612739.9985,768545040454.5638,1000367247266.1339,0.40497494444089693
617,173300001013760.0,1320993745096.9546,974015020982.9282,300806049446.5232,358186299197.02167,0.45788543847684426
618,111700002996224.0,1311763932158.5752,1160523660410.006,334694323415.86914,355879707195.95874,0.40966600697279787
619,503700007157760.0,2298551973021.7207,3078681430263.241,412795899136.5681,560842305735.2172,0.4679253512507924
620,591400018116608.0,5798585183025.539,5327717805466.519,889826457429.7618,1020596260878.738,0.48408868352424916
621,397899997380608.0,2212004095500.113,3033179110678.0327,810974670736.7495,975505437432.5803,0.5079976133780714
622,316700016771072.0,1240186777994.9229,3079803086947.792,265613965500.1605,547643900950.8749,0.46397550570795754
623,240099996467200.0,1783240048288.2678,2976066661175.476,752127685067.9557,1040985239304.9957,0.4805782528089553
624,175899999731712.0,2526830819496.615,1596850667962.5825,597928210980.55,615752552092.5714,0.4345675959017717
625,125999995944960.0,829214334342.6335,1014136243013.5377,441308152862.9368,708642597820.5844,0.48661709405583353
626,51650001633280.0,583770481433.725,674726835797.0723,152049202707.61087,309887590212.57043,0.49326878403905483
627,89660000829440.0,607773738660.9843,932673687431.5933,335785194364.15576,530479083800.51404,0.48835671329531316
628,83649999405056.0,1028628124472.537,1393580054450.996,348536557995.8265,505171961426.7796,0.44974993567202437
629,51000001953792.0,1148229264348.279,1329661989800.3767,694811921642.9164,849271340124.0225,0.46730557640361575
630,55709999824896.0,906428324041.8672,1123764813456.5308,259758851780.91068,380680488817.9912,0.48651068178736406
631,471800009981952.0,3812210586434.865,3041373975584.126,748764404211.452,869753380205.769,0.5644298273566325
632,382700007456768.0,9811562662283.742,12745932078985.004,1121880436384.4521,1475729303723.5044,0.544018913841218
633,120000002129920.0,1321695484510.1775,1951549695167.07,280424688906.44727,831118543714.1707,0.5413566486490918
634,76339998621696.0,631907620944.3751,1034753687492.4662,359327552304.8797,527094012301.1915,0.5943566946345816
635,369999990489088.0,3091893189772.009,3709848172177.3555,598236290504.5485,786577498679.9525,0.37729835523386335
636,327600006234112.0,4033304563483.8027,3526647292498.0537,543860828410.6678,627553623474.7974,0.4775509389625515
637,275300004921344.0,2414598506651.891,3369856589542.047,673656032477.3931,903177384582.9717,0.4051617239294823
638,327900016410624.0,1760862413207.8984,2769607112698.5664,425511609112.05835,640991286013.2289,0.4643753009641082
639,184999995244544.0,2048757212030.1753,1884378530192.992,445004284605.3269,532541709995.2827,0.4582891818095252
640,186099993411584.0,1561322818653.355,1335912548128.294,351458702536.85754,406975604841.1886,0.41275751399007876
641,84619999313920.0,1211644246861.5757,1081564472552.8738,577326422625.9567,646743235464.3063,0.43323050440209054
642,161099995414528.0,1847446226618.1567,2450424120489.586,514151782186.24725,666724768249.0918,0.42049714473248856
643,56359999504384.0,639927757477.8077,840550849335.9629,343659031233.8505,459856437143.6231,0.491775004523869
644,239199999492096.0,3326408103340.1367,4296904980449.209,785673677302.4568,954848275987.7689,0.4724310451635959
645,191800002215936.0,1287873555024.47,1734562180774.678,303585162984.19226,539241876961.69385,0.508419044276375
646,96479997853696.0,984809030862.734,1154902032076.1616,382872919647.2436,526690870199.6641,0.45495778287762556
647,317499987984384.0,1660353260084.695,2737169015550.7373,380086890283.56024,640601615913.9176,0.5075534309617659
648,412400008298496.0,3008770049584.4136,2933856886924.455,802720740339.01,934651848928.5916,0.5189297523821332
649,371600000024576.0,2981919878382.4277,4083730691261.5566,664444141768.6969,927409064605.7329,0.5261591381075605
650,140299997282304.0,1360672090044.8833,1882907038996.6797,460798390913.765,608829482220.1338,0.5076292093555672
651,113899999330304.0,1052302033399.8325,1720530065718.1516,390114683379.14325,613931361802.7039,0.5299063288526726
652,106200003772416.0,433474369962.61865,763106245307.9385,120734122936.18251,303462228188.77905,0.5004316504299066
653,89489997299712.0,880402018203.957,1542647991414.7583,573899099212.7736,869245060230.472,0.5756249265679034
654,375499998101504.0,4498902953456.508,5222654742881.89,880830337745.4219,1040494186734.1986,0.35237255148987556
655,167599992209408.0,989312912320.5312,1057376201750.0691,203948854300.69888,285114711572.3802,0.34322831691859995
656,262800005922816.0,2529492005926.5967,3150632822843.9995,437062682481.79785,603102310157.7527,0.34037545612944026
657,78289997660160.0,1529217054771.8752,853742909075.594,409811434597.5191,429418598036.96704,0.346322970122296
658,758999976771584.0,5215015300147.91,7050560219567.984,587298974972.582,1498040481955.0933,0.3530063455325391
659,279899998781440.0,2591638494467.5635,2457399574615.8506,449601279853.947,515568662164.2054,0.41747780131388085
660,254699999592448.0,1406055884087.5276,2354182050880.743,410799340336.2066,659311663628.1682,0.3901364987413172
661,205100005982208.0,1234819966191.2334,2073694591616.0107,420888292099.5024,594298089073.0972,0.3593914429562747
662,113499996946432.0,1674832427850.4888,1342006767151.8337,398810220872.6808,480251661619.73126,0.3825862582957978
663,51490001518592.0,600765520032.5372,1232299391813.2788,296606762912.69147,521203583512.38226,0.41348301239507584
664,480599995318272.0,4222799788870.957,3601426066953.97,844387932495.9524,939582003505.5708,0.407731191461021
665,301599985500160.0,2256840936409.6953,2994994039702.083,596293369034.7085,773637129290.6691,0.40840088313101175
666,97290001842176.0,529015030536.8862,776579682989.8341,228142051228.40958,374668614689.8033,0.44315670852526534
667,272199994834944.0,2471026898465.7085,3445969863363.6475,554604755960.7692,804221377461.499,0.45680345847178805
668,74389999583232.0,942821602161.6769,724460072665.4803,439314104968.72473,485504139642.3864,0.4395889697657075
669,51319997988864.0,406332532595.44354,849611456860.3082,194601123466.40988,334098094051.4571,0.4578528317689472
670,290600003829760.0,2766884861773.2417,1906775115188.6797,623284266380.6497,667365332900.8387,0.5488722451983407
671,123900000206848.0,434962066574.59894,843403705260.2076,177513782211.21738,389204932512.5795,0.5089768967901616
672,64480000081920.0,830441410946.4413,649327564178.9493,315803749107.6911,317268523110.1776,0.5941505385790666
673,70649997426688.0,948330966945.6084,923140973678.1398,314143523876.1696,405910640902.14453,0.5139579725131059
674,204000007815168.0,2637358871377.833,1893546202346.862,988102001793.1957,1134415805581.5679,0.5732764634104262
675,195999993692160.0,1666252104092.585,2033023319838.612,774718883039.8098,952985106815.9597,0.5989437281713932
676,359000008818688.0,4687513966157.197,2906805009628.8926,855318175725.0361,647360752216.6765,0.5965412215061247
677,294999996497920.0,2493167866197.717,3953108166360.6543,783506103923.6395,1092939047951.5242,0.5357215405888638
678,291099998420992.0,1903502869487.7385,1536733145979.9492,575282148992.4132,659207354729.2689,0.5977857274221563
679,90310000508928.0,746939555286.0759,813390152454.7483,406424780457.82385,496918939921.0374,0.5545697081388125
680,262800005922816.0,2628867831700.4204,2171141050106.615,809323582290.184,921803281064.2788,0.5778947643960781
681,223299997007872.0,1900673780127.064,2138799857764.7205,797517039721.726,971865497585.3209,0.5487756440456373
682,173999996796928.0,1968547580808.1418,1392488642025.1855,476387736258.9343,549661540225.219,0.5853356884186692
683,63990000517120.0,827258243108.2289,1151673412885.5293,460117991058.7703,730525565265.9982,0.5541793597191247
684,62210000814080.0,571345573842.9431,778911076863.034,302256147490.1997,426854113874.1067,0.5133434561630928
685,55060000145408.0,341981708382.8893,687643410539.6621,153910010799.38754,294072213897.7321,0.5324378770803256
686,64800000311296.0,669666308406.8416,1095474768337.0009,237288180807.12622,388678303212.6194,0.5317147043821748
687,373200009560064.0,3064303825935.514,4456904466876.872,502287105668.4449,756353458914.424,0.581205045535241
688,56030000054272.0,717676341587.8539,347681484727.57684,279420381919.495,193108967397.47418,0.5405101840826163
689,268099995566080.0,1315467360307.761,2158133292527.3308,476957807619.2729,712960686611.0123,0.573136764618849
690,619000014831616.0,8189367656090.133,12948952520926.979,917871730640.2893,1755609348306.6296,0.3810612376513408
691,690400020922368.0,6013772365013.267,8031362729985.515,1170651526260.1416,1431437597535.2551,0.3808128361377691
692,324200002748416.0,1723585003015.7544,2063738433697.4453,370220686327.91595,497537220489.40857,0.39538405152397904
693,279000001806336.0,1796175086937.3147,2692928611841.3213,326685565690.4293,735442209067.9543,0.3984157920247425
694,261300005371904.0,2132374801562.417,2801031818627.4033,671941452572.7825,796928275838.2454,0.4083140669776535
695,102000003907584.0,1556658840303.0132,1863687571807.1768,697484103215.9353,961717335014.5771,0.39750714077416044
696,181299998359552.0,2389003809143.397,2163883549429.531,543878509008.55774,624888506495.1472,0.35245212546956123
697,82670000275456.0,1013258970557.2267,1652510583467.5015,499244708884.71924,937239631755.3243,0.40392497815105216
698,175400005140480.0,1967153261392.622,2114680750660.4575,520271948461.9102,642470680150.5198,0.3955811052874161
699,177400000282624.0,955354282187.9935,1592105500978.0789,310261735912.0103,455909574986.14087,0.3991698210976505
700,131200001769472.0,874576182612.8623,1500080246090.5894,524972780060.46655,781584159422.9442,0.38586316138552934
701,165500004859904.0,2281776619487.897,3344646084400.083,656103842582.944,893811262215.3625,0.39313760673290876
702,52140001198080.0,502782211515.18195,866294278009.337,128004083304.28214,236401919363.6912,0.390674851635513
703,83969999634432.0,1221128991130.6985,865702939618.9564,292830039397.8882,319311473574.5547,0.3869764038836051
704,52460001427456.0,1101334655997.669,953469339130.4937,313864280163.0334,407485617268.28864,0.4025916963576687
705,65779999440896.0,523101214171.09686,821909330528.6603,186295304265.36917,295580696623.7078,0.3509406699797632
706,55380000374784.0,927065278736.3019,626307332448.691,303015602762.1682,250213036001.1287,0.3530285326205277
707,66429999120384.0,397842487746.5213,589827000367.2632,161981490165.968,257059973254.69452,0.34642873984088907
708,671300032921600.0,12562578820286.98,15943146068494.71,1179300024879.9695,1435102046845.5667,0.47800233823268695
709,323999984779264.0,1996944806800.2327,4348275942861.141,411519980314.52594,1302127985442.0176,0.407725418069071
710,611499995299840.0,3727043053541.244,4228375404089.1147,641248283268.2876,795599158750.707,0.4939390198170699
711,526699993235456.0,3241744629989.299,4514496739624.625,1335171530805.7822,1591345158723.7014,0.4078325125092882
712,422300008579072.0,3213712126249.3374,3972396327079.242,557623289469.3538,741918669634.2584,0.4648811878545883
713,344300013486080.0,2409694385656.5615,2463852345901.593,402489528605.9073,507253421056.43256,0.5339372240329323
714,333100013846528.0,2284080952394.098,3184879140704.7876,401926648679.0417,612555039562.214,0.40453918523184357
715,299799991549952.0,1408372614874.4192,2690119967509.9473,332138387786.27875,566384576767.2614,0.490756675214312
716,195700000292864.0,1672465947975.825,1931156196391.2507,558472904576.4921,682855748791.892,0.4383372947483234
717,258100003078144.0,2644659480000.1606,2454738005823.0566,489833441593.84534,548047925075.5218,0.43553083391888064
718,158699997888512.0,1560105073774.297,1552693526119.432,385843411609.31476,480661555674.92554,0.46751325869408145
719,136800001589248.0,2380739673029.056,771744340742.998,379319849949.1139,322824254647.0265,0.4051444672636594
720,134499996270592.0,1740399818088.0525,1918093112702.1006,372467699980.56854,505478354054.00397,0.4451252400127378
721,60260001775616.0,1085988197312.1638,969368994840.0342,430231112630.0094,461615176506.7919,0.45075113594981303
722,579400013709312.0,6410133031015.643,6679798103160.908,846306286376.7279,1034081442637.2037,0.43824649135951493
723,723599983902720.0,5393779171182.5,8567374127118.028,637725286756.5111,1326523658044.051,0.4490334112044643
724,518300010283008.0,2135739237329.3906,3718304103832.1553,626567200963.0532,862817136549.2994,0.46033747175557427
725,341099994415104.0,2764916023724.3096,3676276066075.145,738868343183.7007,957186390252.8901,0.48424431204681234
726,358500014227456.0,4409833950901.642,3553804623085.228,740126715983.8204,862939153400.0374,0.4792980193001128
727,263799995105280.0,1286073070805.839,1592164165845.951,327039507490.89636,411021517512.4081,0.5262891301512324
728,246900003438592.0,1554760885133.151,2790997297494.792,478255477575.44714,753366337235.5918,0.504996724744624
729,183499994693632.0,1357278460093.6987,2514830278635.515,529603734257.84534,926286220701.46,0.45255600585752753
730,117300002816000.0,1135060238506.2266,1843372970275.1108,345226591721.7775,506511434142.23755,0.47703034735103467
731,75359999492096.0,1074402818653.8834,1123384797540.508,574790737463.0966,677932842172.3474,0.5148385764126681
732,129299998834688.0,1364981806002.0837,1992130704718.3386,428301170475.078,581356272237.3064,0.4445933656066153
733,61230001684480.0,1156024911406.6501,1519466748298.193,462002325278.40326,577455743369.4874,0.4556894178100972
734,55060000145408.0,465824324963.12897,583341604842.8545,186301729375.253,263408300762.83472,0.4811778262304301
735,52950000992256.0,606479119936.6317,915156960215.9332,445323021141.21564,626921774973.3622,0.46157893248213094
736,487700012466176.0,5652494436692.051,4901402636110.187,779372857849.6797,905669993196.8828,0.5940382118610353
737,666599996522496.0,4105273706102.9165,4533176169538.512,600177773870.6702,775979787517.234,0.4667097812022015
738,519100015050752.0,3664879709433.8105,4820407502021.703,1007248388561.8274,1190216555311.6216,0.5636678813829032
739,355699997540352.0,2232270820857.8755,2426440990333.0195,1179358774019.5007,1420110835501.3003,0.5592405486667601
740,355900015509504.0,1970451470003.375,2218450300345.116,535208010470.29535,675068626444.861,0.5668167082522824
741,329999986982912.0,1763409634340.9834,1396413600988.8955,397473498865.64844,461665949110.94037,0.4945615717999688
742,273699995385856.0,1694005257012.3691,2252499493837.3916,308279283359.92706,619615900883.9669,0.5286872615352517
743,232900003889152.0,1655713928029.2695,1600555819593.3306,772412434710.1354,875315890640.7675,0.5326049873504707
744,175699998539776.0,1719282024403.4773,2346426889371.657,766806931048.4241,992541473673.7473,0.5625168539809765
745,149899995774976.0,1368480839582.7295,1613526115481.369,325698091108.5354,464141237236.44336,0.4934194837193263
746,132199999340544.0,1817087004540.1868,1068776753518.1089,462100343475.2678,432463781439.6806,0.5102556788657002
747,90630000738304.0,553781384373.508,891630916486.4521,333703352927.68414,531169687398.02954,0.5757050580374415
748,85760002752512.0,421723633391.11475,721296491430.5424,201262217952.63995,392713619972.33057,0.4954728971382352
749,62690001158144.0,852466489129.946,1113443773040.9746,477232617785.78845,664268327738.3762,0.5571604897320124
750,56849999069184.0,826470380270.6777,674968261953.8987,272418752967.42032,311558541627.7435,0.5211990204424614
751,670500028153856.0,5143556449501.151,6881765219549.277,1431224722524.6733,1641080804522.667,0.40062974159964304
752,815799979737088.0,8552181644100.119,8169059541854.204,1194411664045.8684,1420634964928.3948,0.4291901923329939
753,161099995414528.0,1033372612892.7944,2144455293291.203,382732816804.76935,834522329483.6873,0.5040782721022653
754,86410002432000.0,1463176182813.7754,1584362339644.0327,424650075949.16693,539681356438.3226,0.4743422795794165
755,129099997642752.0,1027733732602.4246,1308488755823.3499,269655808375.91595,379139184297.3805,0.4240225402729694
756,114799996305408.0,1390318772625.7957,1566170028112.3071,505816616462.1496,632170142411.9669,0.4333155596338113
757,50509998194688.0,455860381979.30554,791522692899.9897,215710527720.24448,368245407951.4891,0.47791718731133803
758,542199993335808.0,11825198644737.254,14157100410782.982,1714190815554.8076,2004725476128.0898,0.48732657545439073
759,836000016236544.0,9497067172120.15,11796486260418.322,1573009909926.7283,1848305912335.137,0.4597387141015972
760,515800003772416.0,14452882845215.291,17704831741956.945,2113010687030.7913,2445979280424.544,0.4949048837504574
761,629699986325504.0,3999431734742.5107,4483051274305.303,851125961300.1898,1033362643081.4467,0.5194750805413434
762,499599991111680.0,7405522581525.921,8604622331468.367,793800374549.2585,1022310655081.4784,0.46448439295664373
763,318799987343360.0,2531560888590.2236,3731859505085.68,685248633733.3943,904909227089.2804,0.4900347122997617
764,235300001415168.0,1337939201402.436,1852435039896.0933,596675971822.5026,755914807408.9554,0.527301491018109
765,280700003549184.0,2035925881270.2812,1943893602928.9097,388703928082.17896,455767815654.4317,0.49786983092457116
766,201399992320000.0,1994705808129.5557,2405727676019.4277,627853093087.85,843553401568.2816,0.5614423218000737
767,167299998810112.0,1245108552167.722,1488976894244.2913,430393557096.9907,598066445282.3462,0.5204361574796965
768,63670000287744.0,949858409305.7155,981542066913.7054,349592954614.81,449217190943.78577,0.4665267131421795
